5	4047.919205	-3613.485468	69.95135354	119.9513535
5	3086.326609	-4386.555293	55.77866667	105.7786667
5	2772.400166	-4566.530242	48.47393939	98.47393939
5	2561.928076	-4639.772524	41.3240404	91.3240404
5	2458.130857	-4648.188578	37.99681818	87.99681818
5	2390.234345	-4642.980461	35.61044444	85.61044444
5	2350.539788	-4644.071988	37.89209091	87.89209091
5	3189.602347	-4315.923192	56.69016162	106.6901616
5	2309.59864	-4710.766841	43.61678788	93.61678788
5	2294.832321	-4794.055417	48.1909596	98.1909596
6	13983.26298	3251.3199210	104.6500	164.65
6	8618.967568	-475.8843899	95.15737374	155.1573737
6	6591.412384	-2040.408309	96.28000	156.28
6	5211.257581	-3284.492337	100.407899	160.407899
6	4547.505919	-4051.776787	110.0779192	170.0779192
6	4125.115432	-4766.424776	128.2216364	188.2216364
6	3887.538836	-5485.057945	155.970202	215.970202
6	9261.115057	-8.631436046	97.23611111	157.2361111
6	3694.897914	-7300.780748	241.405798	301.405798
6	3675.388363	-8604.976140	320.0547475	380.0547475
7	36157.11787	18151.775570	137.685899	207.685899
7	23846.26207	9895.6059120	136.2253232	206.2253232
7	17573.38601	5594.9248560	140.1447273	210.1447273
7	12580.27583	2060.7993660	152.2012121	222.2012121
7	9926.597119	65.082388150	169.4475556	239.4475556
7	8201.897385	-1609.215438	200.1967879	270.1967879
7	7219.501511	-2965.383894	246.3397576	316.3397576
7	25620.44118	11097.249820	135.9934545	205.9934545
7	6393.730127	-5552.295059	401.3412424	471.3412424
7	6247.5956	-7164.795438	531.4149293	601.4149293
8	42437.90604	22307.432370	183.7430909	263.7430909
8	29581.82828	13410.773470	199.7861111	279.7861111
8	22082.17425	8064.5165200	222.5737879	302.5737879
8	16966.98356	4132.5730930	263.0686061	343.0686061
8	14043.09737	1453.4659840	323.8934343	403.8934343
8	11448.79086	-2279.081683	516.0786162	596.0786162
8	10916.14431	-4060.614643	682.0898889	762.0898889
9	36500.33853	17557.096520	319.4288586	409.4288586
9	27489.8075	10633.762570	382.7853535	472.7853535
9	19910.20733	3430.4130300	606.3085454	696.3085454
9	18417.18766	919.52295360	799.2463939	889.2463939
10	37172.5849	15359.264040	684.539899	784.539899
